Date_reported,casos_nuevos,muertes_nuevas,region
2020-07-05,14251,118,AFRO
2020-07-06,13262,228,AFRO
2020-07-07,12635,165,AFRO
2020-07-08,15379,276,AFRO
2020-07-09,12802,144,AFRO
2020-07-10,17307,171,AFRO
2020-07-11,15361,197,AFRO
2020-07-12,17884,162,AFRO
2020-07-13,16279,161,AFRO
2020-07-14,15085,177,AFRO
2020-07-15,13464,220,AFRO
2020-07-16,17279,172,AFRO
2020-07-17,19719,311,AFRO
2020-07-18,18344,219,AFRO
2020-07-19,17625,197,AFRO
2020-07-20,18132,145,AFRO
2020-07-21,13962,207,AFRO
2020-07-22,12666,259,AFRO
2020-07-23,18535,632,AFRO
2020-07-24,16962,212,AFRO
2020-07-25,20614,339,AFRO
2020-07-26,16245,368,AFRO
2020-07-27,16713,192,AFRO
2020-07-28,13185,357,AFRO
2020-07-29,12239,262,AFRO
2020-07-30,16046,319,AFRO
2020-07-31,16031,396,AFRO
2020-08-01,18027,311,AFRO
2020-08-02,14344,234,AFRO
2020-08-03,13204,283,AFRO
2020-08-04,9276,77,AFRO
2020-08-05,8875,611,AFRO
2020-08-06,13906,502,AFRO
2020-08-07,12454,400,AFRO
2020-08-08,11994,389,AFRO
2020-08-09,12489,362,AFRO
2020-08-10,10706,310,AFRO
2020-08-11,7553,272,AFRO
2020-08-12,6325,213,AFRO
2020-08-13,7070,359,AFRO
2020-08-14,8653,347,AFRO
2020-08-15,10765,382,AFRO
2020-08-16,9152,190,AFRO
2020-08-17,7874,232,AFRO
2020-08-18,6967,214,AFRO
2020-08-19,6297,347,AFRO
2020-08-20,9199,288,AFRO
2020-08-21,8589,278,AFRO
2020-08-22,7626,275,AFRO
2020-08-23,8613,211,AFRO
2020-08-24,7501,122,AFRO
2020-08-25,6115,164,AFRO
2020-08-26,5367,221,AFRO
2020-08-27,6739,265,AFRO
2020-08-28,3686,58,AFRO
2020-08-29,8631,293,AFRO
2020-08-30,6095,278,AFRO
2020-08-31,6411,105,AFRO
2020-09-01,5196,172,AFRO
2020-09-02,5342,176,AFRO
2020-09-03,5444,178,AFRO
2020-09-04,5952,67,AFRO
2020-09-05,5804,344,AFRO
2020-09-06,4490,145,AFRO
2020-09-07,5052,161,AFRO
2020-09-08,3945,159,AFRO
2020-09-09,4582,142,AFRO
2020-09-10,4887,144,AFRO
2020-09-11,5301,151,AFRO
2020-09-12,4761,158,AFRO
2020-09-13,4641,92,AFRO
2020-09-14,3320,56,AFRO
2020-09-15,3632,105,AFRO
2020-09-16,3891,217,AFRO
2020-09-17,4318,106,AFRO
2020-09-18,4753,114,AFRO
2020-09-19,4809,123,AFRO
2020-09-20,4353,120,AFRO
2020-09-21,4243,51,AFRO
2020-09-22,3182,74,AFRO
2020-09-23,4073,177,AFRO
2020-09-24,4317,143,AFRO
2020-09-25,4113,105,AFRO
2020-09-26,4099,73,AFRO
2020-09-27,2918,101,AFRO
2020-09-28,3470,48,AFRO
2020-09-29,3340,231,AFRO
2020-09-30,3775,121,AFRO
2020-10-01,4342,103,AFRO
2020-10-02,4054,164,AFRO
2020-10-03,4322,76,AFRO
2020-10-04,3777,47,AFRO
2020-10-05,4510,63,AFRO
2020-10-06,2832,80,AFRO
2020-10-07,2566,119,AFRO
2020-10-08,3066,58,AFRO
2020-10-09,6386,331,AFRO
2020-10-10,4174,172,AFRO
2020-10-11,4763,161,AFRO
2020-10-12,4089,142,AFRO
2020-10-13,5280,143,AFRO
2020-10-14,3595,204,AFRO
2020-10-15,4521,160,AFRO
2020-10-16,4794,206,AFRO
2020-10-17,4630,103,AFRO
2020-10-18,4564,100,AFRO
2020-10-19,4432,99,AFRO
2020-10-20,4040,57,AFRO
2020-10-21,3935,193,AFRO
2020-10-22,4712,144,AFRO
2020-10-23,5318,149,AFRO
2020-10-24,5144,91,AFRO
2020-10-25,4542,99,AFRO
2020-10-26,4226,46,AFRO
2020-10-27,2774,86,AFRO
2020-10-28,4685,103,AFRO
2020-10-29,5041,111,AFRO
2020-10-30,5856,99,AFRO
2020-10-31,5382,111,AFRO
2020-11-01,4979,84,AFRO
2020-11-02,4020,182,AFRO
2020-11-03,3693,97,AFRO
2020-11-04,3545,110,AFRO
2020-11-05,5327,81,AFRO
2020-11-06,6394,142,AFRO
2020-11-07,6645,159,AFRO
2020-11-08,4063,60,AFRO
2020-11-09,4621,50,AFRO
2020-11-10,6338,129,AFRO
2020-11-11,5399,162,AFRO
2020-11-12,5872,132,AFRO
2020-11-13,6835,129,AFRO
2020-11-14,6782,142,AFRO
2020-11-15,5143,90,AFRO
2020-11-16,6019,104,AFRO
2020-11-17,4758,133,AFRO
2020-11-18,6812,180,AFRO
2020-11-19,7051,193,AFRO
2020-11-20,8220,172,AFRO
2020-11-21,7419,159,AFRO
2020-11-22,6827,147,AFRO
2020-11-23,6291,121,AFRO
2020-11-24,5267,122,AFRO
2020-11-25,6507,170,AFRO
2020-11-26,7601,164,AFRO
2020-11-27,7178,136,AFRO
2020-11-28,8765,156,AFRO
2020-11-29,6874,105,AFRO
2020-11-30,5544,61,AFRO
2020-12-01,6337,137,AFRO
2020-12-02,5965,152,AFRO
2020-12-03,8089,112,AFRO
2020-12-04,8805,147,AFRO
2020-12-05,9513,205,AFRO
2020-12-06,8790,160,AFRO
2020-12-07,8601,174,AFRO
2020-12-08,8237,102,AFRO
2020-12-09,7341,214,AFRO
2020-12-10,13683,231,AFRO
2020-12-11,12672,245,AFRO
2020-12-12,12659,235,AFRO
2020-12-13,11284,192,AFRO
2020-12-14,15886,280,AFRO
2020-12-15,8259,226,AFRO
2020-12-16,12095,260,AFRO
2020-12-17,13255,197,AFRO
2020-12-18,15629,248,AFRO
2020-12-19,13923,340,AFRO
2020-12-20,15606,311,AFRO
2020-12-21,13044,198,AFRO
2020-12-22,13074,275,AFRO
2020-12-23,13875,583,AFRO
2020-12-24,18220,463,AFRO
2020-12-25,19666,391,AFRO
2020-12-26,20671,339,AFRO
2020-12-27,15980,309,AFRO
2020-12-28,12782,253,AFRO
2020-12-29,13260,503,AFRO
2020-12-30,14163,547,AFRO
2020-12-31,24035,555,AFRO
2021-01-01,24436,540,AFRO
2021-01-02,0,0,AFRO
2021-01-03,41331,895,AFRO
2021-01-04,16932,446,AFRO
2021-01-05,17880,496,AFRO
2021-01-06,20679,624,AFRO
2021-01-07,30698,958,AFRO
2021-01-08,28631,517,AFRO
2021-01-09,30961,741,AFRO
2021-01-10,28863,531,AFRO
2021-01-11,27104,466,AFRO
2021-01-12,25493,554,AFRO
2021-01-13,21662,916,AFRO
2021-01-14,27243,946,AFRO
2021-01-15,28519,873,AFRO
2021-01-16,22015,719,AFRO
2021-01-17,25216,526,AFRO
2021-01-18,22020,433,AFRO
2021-01-19,18841,532,AFRO
2021-01-20,19046,1025,AFRO
2021-01-21,22223,749,AFRO
2021-01-22,21574,857,AFRO
2021-01-23,21111,752,AFRO
2021-01-24,24138,649,AFRO
2021-01-25,15646,455,AFRO
2021-01-26,13472,448,AFRO
2021-01-27,15661,872,AFRO
2021-01-28,16654,900,AFRO
2021-01-29,16279,776,AFRO
2021-01-30,15625,685,AFRO
2021-01-31,15054,466,AFRO
2021-02-01,12108,336,AFRO
2021-02-02,10108,402,AFRO
2021-02-03,11008,698,AFRO
2021-02-04,13194,533,AFRO
2021-02-05,12355,395,AFRO
2021-02-06,15640,458,AFRO
2021-02-07,10429,410,AFRO
2021-02-08,8213,221,AFRO
2021-02-09,9052,296,AFRO
2021-02-10,11013,569,AFRO
2021-02-11,10577,403,AFRO
2021-02-12,9728,361,AFRO
2021-02-13,9956,457,AFRO
2021-02-14,9576,251,AFRO
2021-02-15,8705,193,AFRO
2021-02-16,9293,335,AFRO
2021-02-17,8621,356,AFRO
2021-02-18,10662,311,AFRO
2021-02-19,9773,345,AFRO
2021-02-20,10351,273,AFRO
2021-02-21,9048,225,AFRO
2021-02-22,6954,195,AFRO
2021-02-23,6707,211,AFRO
2021-02-24,7561,421,AFRO
2021-02-25,7912,195,AFRO
2021-02-26,8210,227,AFRO
2021-02-27,5769,166,AFRO
2021-02-28,7211,244,AFRO
2021-03-01,10854,198,AFRO
2021-03-02,6798,188,AFRO
2021-03-03,5827,267,AFRO
2021-03-04,8285,204,AFRO
2021-03-05,6708,164,AFRO
2021-03-06,7325,192,AFRO
2021-03-07,9544,177,AFRO
2021-03-08,9012,143,AFRO
2021-03-09,4949,199,AFRO
2021-03-10,6569,218,AFRO
2021-03-11,7980,198,AFRO
2021-03-12,8070,169,AFRO
2021-03-13,5867,134,AFRO
2021-03-14,10240,243,AFRO
2021-03-15,5320,115,AFRO
2021-03-16,4668,159,AFRO
2021-03-17,6979,244,AFRO
2021-03-18,9413,207,AFRO
2021-03-19,7693,161,AFRO
2021-03-20,8752,415,AFRO
2021-03-21,8091,120,AFRO
2021-03-22,7322,128,AFRO
2021-03-23,7341,179,AFRO
2021-03-24,7183,194,AFRO
2021-03-25,15770,305,AFRO
2021-03-26,8481,258,AFRO
2021-03-27,9559,173,AFRO
2021-03-28,6630,103,AFRO
2021-03-29,6708,99,AFRO
2021-03-30,5940,143,AFRO
2021-03-31,9350,240,AFRO
2021-04-01,13687,212,AFRO
2021-04-02,9048,161,AFRO
2021-04-03,8482,145,AFRO
2021-04-04,5573,77,AFRO
2021-04-05,5741,123,AFRO
2021-04-06,6106,117,AFRO
2021-04-07,5488,123,AFRO
2021-04-08,10727,244,AFRO
2021-04-09,7555,136,AFRO
2021-04-10,8339,157,AFRO
2021-04-11,6782,122,AFRO
2021-04-12,5673,149,AFRO
2021-04-13,7742,170,AFRO
2021-04-14,10235,237,AFRO
2021-04-15,7348,170,AFRO
2021-04-16,8709,150,AFRO
2021-04-17,4191,124,AFRO
2021-04-18,10399,170,AFRO
2021-04-19,5726,108,AFRO
2021-04-20,5392,121,AFRO
2021-04-21,6623,254,AFRO
2021-04-22,6279,150,AFRO
2021-04-23,11470,221,AFRO
2021-04-24,7812,169,AFRO
2021-04-25,6044,131,AFRO
2021-04-26,5570,98,AFRO
2021-04-27,5126,136,AFRO
2021-04-28,5412,178,AFRO
2021-04-29,5721,150,AFRO
2021-04-30,5066,133,AFRO
2021-05-01,11135,177,AFRO
2021-05-02,4718,130,AFRO
2021-05-03,4234,100,AFRO
2021-05-04,4021,144,AFRO
2021-05-05,5110,144,AFRO
2021-05-06,10433,228,AFRO
2021-05-07,6746,164,AFRO
2021-05-08,6076,142,AFRO
2021-05-09,5570,119,AFRO
2021-05-10,4735,66,AFRO
2021-05-11,3798,157,AFRO
2021-05-12,7361,248,AFRO
2021-05-13,6024,153,AFRO
2021-05-14,8696,108,AFRO
2021-05-15,6366,158,AFRO
2021-05-16,5357,128,AFRO
2021-05-17,4529,85,AFRO
2021-05-18,5105,143,AFRO
2021-05-19,6295,149,AFRO
2021-05-20,6619,232,AFRO
2021-05-21,8065,128,AFRO
2021-05-22,5830,200,AFRO
2021-05-23,6889,97,AFRO
2021-05-24,5681,93,AFRO
2021-05-25,5820,163,AFRO
2021-05-26,8549,214,AFRO
2021-05-27,7836,170,AFRO
2021-05-28,8284,179,AFRO
2021-05-29,8659,190,AFRO
2021-05-30,7839,134,AFRO
2021-05-31,7490,137,AFRO
2021-06-01,7190,176,AFRO
2021-06-02,8361,186,AFRO
2021-06-03,9922,184,AFRO
2021-06-04,10303,138,AFRO
2021-06-05,12826,179,AFRO
2021-06-06,9851,167,AFRO
2021-06-07,9473,124,AFRO
2021-06-08,7524,187,AFRO
2021-06-09,12199,246,AFRO
2021-06-10,15137,229,AFRO
2021-06-11,16525,178,AFRO
2021-06-12,17334,276,AFRO
2021-06-13,16959,160,AFRO
2021-06-14,14228,155,AFRO
2021-06-15,11180,290,AFRO
2021-06-16,20040,304,AFRO
2021-06-17,20924,226,AFRO
2021-06-18,25167,397,AFRO
2021-06-19,18908,242,AFRO
2021-06-20,21631,311,AFRO
2021-06-21,20230,267,AFRO
2021-06-22,20533,373,AFRO
2021-06-23,20890,480,AFRO
2021-06-24,28083,381,AFRO
2021-06-25,30513,419,AFRO
2021-06-26,26933,388,AFRO
2021-06-27,30501,416,AFRO
2021-06-28,23036,294,AFRO
2021-06-29,21049,415,AFRO
2021-06-30,22478,397,AFRO
2021-07-01,28984,604,AFRO
2021-07-02,38604,751,AFRO
2021-07-03,35107,534,AFRO
2021-07-04,34730,350,AFRO
2021-07-05,24726,476,AFRO
2021-07-06,26651,574,AFRO
2021-07-07,24017,677,AFRO
2021-07-08,32997,1405,AFRO
2021-07-09,35761,741,AFRO
2021-07-10,35178,659,AFRO
2021-07-11,34364,481,AFRO
2021-07-12,24801,424,AFRO
2021-07-13,26778,497,AFRO
2021-07-14,27625,1069,AFRO
2021-07-15,30229,683,AFRO
2021-07-16,35784,720,AFRO
2021-07-17,24560,638,AFRO
2021-07-18,33024,786,AFRO
2021-07-19,24597,487,AFRO
2021-07-20,22352,501,AFRO
2021-07-21,22610,823,AFRO
2021-07-22,30119,842,AFRO
2021-07-23,33952,807,AFRO
2021-07-24,26730,748,AFRO
2021-07-25,24516,723,AFRO
2021-07-26,20662,605,AFRO
2021-07-27,19564,612,AFRO
2021-07-28,23030,704,AFRO
2021-07-29,31639,827,AFRO
2021-07-30,32158,923,AFRO
2021-07-31,26152,523,AFRO
2021-08-01,28768,659,AFRO
2021-08-02,18082,442,AFRO
2021-08-03,28403,690,AFRO
2021-08-04,25499,806,AFRO
2021-08-05,24986,671,AFRO
2021-08-06,34863,830,AFRO
2021-08-07,26014,784,AFRO
2021-08-08,23300,520,AFRO
2021-08-09,19577,497,AFRO
2021-08-10,22841,565,AFRO
2021-08-11,20903,465,AFRO
2021-08-12,19779,841,AFRO
2021-08-13,26059,752,AFRO
2021-08-14,30760,789,AFRO
2021-08-15,23462,463,AFRO
2021-08-16,15766,450,AFRO
2021-08-17,22716,609,AFRO
2021-08-18,21567,713,AFRO
2021-08-19,25396,626,AFRO
2021-08-20,27399,568,AFRO
2021-08-21,23469,485,AFRO
2021-08-22,23375,470,AFRO
2021-08-23,17110,369,AFRO
2021-08-24,20750,473,AFRO
2021-08-25,20976,595,AFRO
2021-08-26,23002,749,AFRO
2021-08-27,24576,588,AFRO
2021-08-28,21904,562,AFRO
2021-08-29,19553,496,AFRO
2021-08-30,12655,371,AFRO
2021-08-31,14326,460,AFRO
2021-09-01,15825,587,AFRO
2021-09-02,14871,381,AFRO
2021-09-03,23597,651,AFRO
2021-09-04,16723,376,AFRO
2021-09-05,12625,0,AFRO
2021-09-06,9517,579,AFRO
2021-09-07,12017,450,AFRO
2021-09-08,2611,20,AFRO
2021-09-09,34121,984,AFRO
2021-09-10,14493,335,AFRO
2021-09-11,11686,423,AFRO
2021-09-12,9969,243,AFRO
2021-09-13,7216,237,AFRO
2021-09-14,9756,289,AFRO
2021-09-15,12225,464,AFRO
2021-09-16,12388,293,AFRO
2021-09-17,39448,574,AFRO
2021-09-18,10061,295,AFRO
2021-09-19,7442,259,AFRO
2021-09-20,5823,148,AFRO
2021-09-21,8754,188,AFRO
2021-09-22,19,0,AFRO
2021-09-23,47894,1240,AFRO
2021-09-24,10734,341,AFRO
2021-09-25,7876,466,AFRO
2021-09-26,6035,153,AFRO
2021-09-27,3623,141,AFRO
2021-09-28,98,7,AFRO
2021-09-29,11665,708,AFRO
2021-09-30,14543,457,AFRO
2021-10-01,8001,247,AFRO
2021-10-02,7035,203,AFRO
2021-10-03,4368,134,AFRO
2021-10-04,2904,126,AFRO
2021-10-05,4976,134,AFRO
2021-10-06,7885,272,AFRO
2021-10-07,5595,178,AFRO
2021-10-08,5068,213,AFRO
2020-01-03,0,0,AMRO
2020-01-04,0,0,AMRO
2020-01-05,0,0,AMRO
2020-01-06,0,0,AMRO
2020-01-07,0,0,AMRO
2020-01-08,0,0,AMRO
2020-01-09,0,0,AMRO
2020-01-10,0,0,AMRO
2020-01-11,0,0,AMRO
2020-01-12,0,0,AMRO
2020-01-13,0,0,AMRO
2020-01-14,0,0,AMRO
2020-01-15,0,0,AMRO
2020-01-16,0,0,AMRO
2020-01-17,0,0,AMRO
2020-01-18,0,0,AMRO
2020-01-19,0,0,AMRO
2020-01-20,5,0,AMRO
2020-01-21,0,0,AMRO
2020-01-22,0,0,AMRO
2020-01-23,0,0,AMRO
2020-01-24,31,0,AMRO
2020-01-25,1,0,AMRO
2020-01-26,6,0,AMRO
2020-01-27,4,0,AMRO
2020-01-28,4,0,AMRO
2020-01-29,1,0,AMRO
2020-01-30,1,0,AMRO
2020-01-31,2,0,AMRO
2020-02-01,2,0,AMRO
2020-02-02,4,0,AMRO
2020-02-03,3,0,AMRO
2020-02-04,1,0,AMRO
2020-02-05,8,0,AMRO
2020-02-06,1,0,AMRO
2020-02-07,3,0,AMRO
2020-02-08,0,0,AMRO
2020-02-09,1,0,AMRO
2020-02-10,1,0,AMRO
2020-02-11,2,0,AMRO
2020-02-12,1,0,AMRO
2020-02-13,2,0,AMRO
2020-02-14,1,0,AMRO
2020-02-15,2,0,AMRO
2020-02-16,3,0,AMRO
2020-02-17,3,0,AMRO
2020-02-18,0,0,AMRO
2020-02-19,6,0,AMRO
2020-02-20,0,0,AMRO
2020-02-21,1,0,AMRO
2020-02-22,3,0,AMRO
2020-02-23,9,0,AMRO
2020-02-24,3,0,AMRO
2020-02-25,1,0,AMRO
2020-02-26,10,0,AMRO
2020-02-27,5,0,AMRO
2020-02-28,13,0,AMRO
2020-02-29,16,1,AMRO
2020-03-01,14,0,AMRO
2020-03-02,44,1,AMRO
2020-03-03,41,0,AMRO
2020-03-04,42,5,AMRO
2020-03-05,52,3,AMRO
2020-03-06,70,2,AMRO
2020-03-07,116,3,AMRO
2020-03-08,117,2,AMRO
2020-03-09,113,5,AMRO
2020-03-10,227,5,AMRO
2020-03-11,345,9,AMRO
2020-03-12,436,5,AMRO
2020-03-13,528,13,AMRO
2020-03-14,715,9,AMRO
2020-03-15,623,9,AMRO
2020-03-16,797,15,AMRO
2020-03-17,1818,26,AMRO
2020-03-18,1588,27,AMRO
2020-03-19,3781,43,AMRO
2020-03-20,4682,78,AMRO
2020-03-21,5817,79,AMRO
2020-03-22,3771,76,AMRO
2020-03-23,7011,99,AMRO
2020-03-24,10814,108,AMRO
2020-03-25,12636,188,AMRO
2020-03-26,14278,247,AMRO
2020-03-27,14718,291,AMRO
2020-03-28,19418,323,AMRO
2020-03-29,20938,507,AMRO
2020-03-30,21386,514,AMRO
2020-03-31,21087,421,AMRO
2020-04-01,25573,613,AMRO
2020-04-02,26894,946,AMRO
2020-04-03,31620,1073,AMRO
2020-04-04,29947,1123,AMRO
2020-04-05,39196,1302,AMRO
2020-04-06,33966,1349,AMRO
2020-04-07,30668,1629,AMRO
2020-04-08,46268,3491,AMRO
2020-04-09,27557,1002,AMRO
2020-04-10,39311,2333,AMRO
2020-04-11,39312,2749,AMRO
2020-04-12,40252,2007,AMRO
2020-04-13,37535,2362,AMRO
2020-04-14,32909,1725,AMRO
2020-04-15,28497,984,AMRO
2020-04-16,33753,2939,AMRO
2020-04-17,34947,7051,AMRO
2020-04-18,37130,2647,AMRO
2020-04-19,37544,3078,AMRO
2020-04-20,37478,2463,AMRO
2020-04-21,31991,2373,AMRO
2020-04-22,35995,3334,AMRO
2020-04-23,34431,3557,AMRO
2020-04-24,35507,2493,AMRO
2020-04-25,58482,3471,AMRO
2020-04-26,39237,2621,AMRO
2020-04-27,46887,2915,AMRO
2020-04-28,37656,2254,AMRO
2020-04-29,35210,2545,AMRO
2020-04-30,36680,3382,AMRO
2020-05-01,40647,3679,AMRO
2020-05-02,48084,3528,AMRO
2020-05-03,47466,3478,AMRO
2020-05-04,46019,2940,AMRO
2020-05-05,43586,2624,AMRO
2020-05-06,32570,2044,AMRO
2020-05-07,36104,4019,AMRO
2020-05-08,44774,3855,AMRO
2020-05-09,50706,3884,AMRO
2020-05-10,43850,3342,AMRO
2020-05-11,48117,3602,AMRO
2020-05-12,38495,2362,AMRO
2020-05-13,32160,2497,AMRO
2020-05-14,41970,3502,AMRO
2020-05-15,44444,3387,AMRO
2020-05-16,53649,3662,AMRO
2020-05-17,50712,3580,AMRO
2020-05-18,60309,3267,AMRO
2020-05-19,33229,2040,AMRO
2020-05-20,50956,2582,AMRO
2020-05-21,56657,3657,AMRO
2020-05-22,57272,3442,AMRO
2020-05-23,56135,3641,AMRO
2020-05-24,59543,4107,AMRO
2020-05-25,59208,2923,AMRO
2020-05-26,47956,2324,AMRO
2020-05-27,51150,2505,AMRO
2020-05-28,51964,3217,AMRO
2020-05-29,60305,3767,AMRO
2020-05-30,66261,3669,AMRO
2020-05-31,63132,3308,AMRO
2020-06-01,79398,3160,AMRO
2020-06-02,64414,2252,AMRO
2020-06-03,41538,2352,AMRO
2020-06-04,73606,3786,AMRO
2020-06-05,62378,4258,AMRO
2020-06-06,71432,4168,AMRO
2020-06-07,80098,3695,AMRO
2020-06-08,75983,2856,AMRO
2020-06-09,54542,2636,AMRO
2020-06-10,49289,2623,AMRO
2020-06-11,70865,3848,AMRO
2020-06-12,76334,3832,AMRO
2020-06-13,78833,3892,AMRO
2020-06-14,73289,3200,AMRO
2020-06-15,69133,2998,AMRO
2020-06-16,59161,2197,AMRO
2020-06-17,59336,2430,AMRO
2020-06-18,117347,3897,AMRO
2020-06-19,78394,3888,AMRO
2020-06-20,77153,3774,AMRO
2020-06-21,112303,3584,AMRO
2020-06-22,91209,3080,AMRO
2020-06-23,67999,2921,AMRO
2020-06-24,68985,2670,AMRO
2020-06-25,98011,4061,AMRO
2020-06-26,107556,3848,AMRO
2020-06-27,106165,5526,AMRO
2020-06-28,117959,3515,AMRO
2020-06-29,108663,3243,AMRO
2020-06-30,93493,2770,AMRO
2020-07-01,83302,2616,AMRO
2020-07-02,101253,3498,AMRO
2020-07-03,129585,3771,AMRO
2020-07-04,132049,3816,AMRO
2020-07-05,126879,3827,AMRO
2020-07-06,116576,3120,AMRO
2020-07-07,94005,2204,AMRO
2020-07-08,94296,2699,AMRO
2020-07-09,124021,4246,AMRO
2020-07-10,140888,4194,AMRO
2020-07-11,133620,3956,AMRO
2020-07-12,145801,3936,AMRO
2020-07-13,128315,3549,AMRO
2020-07-14,110509,2626,AMRO
2020-07-15,105649,2906,AMRO
2020-07-16,132232,4289,AMRO
2020-07-17,141555,4105,AMRO
2020-07-18,152688,5193,AMRO
2020-07-19,146547,4172,AMRO
2020-07-20,130617,3573,AMRO
2020-07-21,115707,2939,AMRO
2020-07-22,110613,2908,AMRO
2020-07-23,138681,4731,AMRO
2020-07-24,173695,4447,AMRO
2020-07-25,169688,4615,AMRO
2020-07-26,166358,4523,AMRO
2020-07-27,147462,4224,AMRO
2020-07-28,115358,2738,AMRO
2020-07-29,111440,3086,AMRO
2020-07-30,139010,4449,AMRO
2020-07-31,170229,4842,AMRO
2020-08-01,167367,4682,AMRO
2020-08-02,161262,4500,AMRO
2020-08-03,145693,4222,AMRO
2020-08-04,115398,2868,AMRO
2020-08-05,95228,3053,AMRO
2020-08-06,141612,4505,AMRO
2020-08-07,152910,4998,AMRO
2020-08-08,154833,4619,AMRO
2020-08-09,154892,4530,AMRO
2020-08-10,143656,3939,AMRO
2020-08-11,105603,2808,AMRO
2020-08-12,101992,3475,AMRO
2020-08-13,154007,4912,AMRO
2020-08-14,157880,4664,AMRO
2020-08-15,161959,4406,AMRO
2020-08-16,148593,4198,AMRO
2020-08-17,140393,3636,AMRO
2020-08-18,105542,2825,AMRO
2020-08-19,89760,2733,AMRO
2020-08-20,132058,4611,AMRO
2020-08-21,140512,4698,AMRO
2020-08-22,137204,3991,AMRO
2020-08-23,118542,3982,AMRO
2020-08-24,138030,3779,AMRO
2020-08-25,95861,2600,AMRO
2020-08-26,91454,2890,AMRO
2020-08-27,127699,4340,AMRO
2020-08-28,135639,4200,AMRO
2020-08-29,137177,3744,AMRO
2020-08-30,133973,3538,AMRO
2020-08-31,126910,3716,AMRO
2020-09-01,86276,2199,AMRO
2020-09-02,115107,2489,AMRO
2020-09-03,128716,4409,AMRO
2020-09-04,131518,3845,AMRO
2020-09-05,132868,3622,AMRO
2020-09-06,145220,3522,AMRO
2020-09-07,103550,6697,AMRO
2020-09-08,83432,3742,AMRO
2020-09-09,64650,1940,AMRO
2020-09-10,82638,2754,AMRO
2020-09-11,112830,3847,AMRO
2020-09-12,120109,3589,AMRO
2020-09-13,131761,3362,AMRO
2020-09-14,117499,2861,AMRO
2020-09-15,83910,2008,AMRO
2020-09-16,82641,2045,AMRO
2020-09-17,110310,3486,AMRO
2020-09-18,121203,3533,AMRO
2020-09-19,119978,2777,AMRO
2020-09-20,132047,3315,AMRO
2020-09-21,113860,2644,AMRO
2020-09-22,83407,1695,AMRO
2020-09-23,85252,2180,AMRO
2020-09-24,121031,3362,AMRO
2020-09-25,116275,3707,AMRO
2020-09-26,121769,3203,AMRO
2020-09-27,126027,3067,AMRO
2020-09-28,111823,2980,AMRO
2020-09-29,83595,1674,AMRO
2020-09-30,84764,1720,AMRO
2020-10-01,109829,3354,AMRO
2020-10-02,119774,3382,AMRO
2020-10-03,123701,5995,AMRO
2020-10-04,124581,3050,AMRO
2020-10-05,109343,2459,AMRO
2020-10-06,76107,1824,AMRO
2020-10-07,88433,1941,AMRO
2020-10-08,125195,2850,AMRO
2020-10-09,129431,3277,AMRO
2020-10-10,151421,5699,AMRO
2020-10-11,131884,3106,AMRO
2020-10-12,115702,2161,AMRO
2020-10-13,94584,1813,AMRO
2020-10-14,87030,1595,AMRO
2020-10-15,99269,2438,AMRO
2020-10-16,124138,2879,AMRO
2020-10-17,136142,3013,AMRO
2020-10-18,143753,3065,AMRO
2020-10-19,117495,2364,AMRO
2020-10-20,93086,1514,AMRO
2020-10-21,111219,1922,AMRO
2020-10-22,132199,3052,AMRO
2020-10-23,134887,3102,AMRO
2020-10-24,146534,2907,AMRO
2020-10-25,159709,2829,AMRO
2020-10-26,147779,2574,AMRO
2020-10-27,109244,1581,AMRO
2020-10-28,121710,1990,AMRO
2020-10-29,146988,3060,AMRO
2020-10-30,155769,2958,AMRO
2020-10-31,162266,2935,AMRO
2020-11-01,165743,2950,AMRO
2020-11-02,146622,2388,AMRO
2020-11-03,180094,1444,AMRO
2020-11-04,133718,1943,AMRO
2020-11-05,147064,2794,AMRO
2020-11-06,171800,3401,AMRO
2020-11-07,186651,3129,AMRO
2020-11-08,161695,2952,AMRO
2020-11-09,189552,2525,AMRO
2020-11-10,147430,1626,AMRO
2020-11-11,169133,2098,AMRO
2020-11-12,208032,3521,AMRO
2020-11-13,243714,2990,AMRO
2020-11-14,235829,4008,AMRO
2020-11-15,251142,3139,AMRO
2020-11-16,236843,3624,AMRO
2020-11-17,184314,1845,AMRO
2020-11-18,203280,2232,AMRO
2020-11-19,233197,3340,AMRO
2020-11-20,239101,3873,AMRO
2020-11-21,261755,3861,AMRO
2020-11-22,276241,3897,AMRO
2020-11-23,244340,3116,AMRO
2020-11-24,202293,2025,AMRO
2020-11-25,215502,2450,AMRO
2020-11-26,246012,4380,AMRO
2020-11-27,281783,4669,AMRO
2020-11-28,231055,3509,AMRO
2020-11-29,258894,3496,AMRO
2020-11-30,240011,3189,AMRO
2020-12-01,197300,2136,AMRO
2020-12-02,219223,2842,AMRO
2020-12-03,281131,4792,AMRO
2020-12-04,303366,5093,AMRO
2020-12-05,319941,4910,AMRO
2020-12-06,319449,4646,AMRO
2020-12-07,296482,4221,AMRO
2020-12-08,238089,2538,AMRO
2020-12-09,248370,3217,AMRO
2020-12-10,317887,4960,AMRO
2020-12-11,314728,5642,AMRO
2020-12-12,311291,5039,AMRO
2020-12-13,352842,5182,AMRO
2020-12-14,306202,4389,AMRO
2020-12-15,241086,2818,AMRO
2020-12-16,264724,3519,AMRO
2020-12-17,291067,5482,AMRO
